COD_CIR;Origen;Destino;Nom_orig;Nom_Des;Km;Res;Reac;tension;proy
LLS-004;SILS-02;SILS-03;San Bartolo 60 kV;Praderas 60 kV;12.2;0.328;0.468;60;0
LLS-005;SILS-01;SILS-04;Chilca 60 kV;Bujama 60 kV;29.7;0.1112;0.4486;60;0
LLS-006;SILS-05;SILS-06;Independencia 60 kV;Pueblo Nuevo 60 kV;43.9;0.306;0.468;60;0
LLS-007;SILS-05;SILS-06;Independencia 60 kV;Pueblo Nuevo 60 kV;43.9;0.306;0.468;60;0
LLS-008;SILS-07;SILS-08;Marcona 60 kV;Nazca 60 kV;52.5;0.2916;0.5292;60;0
LSE-021;SIS-03;SIS-29;Aricota 66 kV;Tomasiri 66 kV;58.3;0.2516;0.4596;66;0
LSE-022;SIS-29;SIS-27;Tomasiri 66 kV;Tacna 66 kV;35.4;0.2516;0.4596;66;0
LNX-125;SICN216;SICN100;Celendin 500 kV;Trujillo 500 kV;187;0.0316;0.1585;500;1
LNX-130;SICN216;SICN206;Celendin 500 kV;Piura 500 kV;330;0.0316;0.1586;500;1
LNX-122;SICN211;SICN214;Huanuco 500 kV;Tocache 500 kV;220;0.0316;0.1585;500;1
LNX-123;SICN214;SICN216;Tocache 500 kV;Celendin 500 kV;275;0.0316;0.1585;500;1
TNE-041;SICN202;SICN-84;Planicie 500 kV;Planicie 220 kV;1;0.3209;54.3;500;1
TNE-047;SICN216;SICN217;Celendin 500 kV;Celendin 220 kV;1;0.0376;54.3333;500;1
TNE-039;SICN201;SICN046;Carapongo 500 kV;Carapongo 220 kV;1;0.4697;54.2333;500;1
TSE-037;SICN207;SICN-26;Independencia 500 kV;Independencia 220 kV;1;0.4958;67.6667;500;1
TNE-132;SIS-41;SIS-35;Montalvo 500 kV;Montalvo 220 kV;1;0.6867;56.3333;500;1
LNX-117;SICN153;SICN212;Tingo Maria N 220 kV;Huanuco 220 kV;88.2;0.0376;0.3762;220;1
LNX-42C;SICN-81;SICN207;Chilca 500 kV;Independencia 500 kV;170;0.0257;0.3515;500;1
LNE-125;SICN207;SICN101;Independencia 500 kV;Poroma 500 kV;186.2;0.0257;0.3515;500;1
LNX-133;SICN103;SICN207;Colcabamba 500 kV;Independencia 500 kV;260;0.021;0.1585;500;1
PPT-035;SICN105;SICN118;La Ni–a 500 kV;Veracruz 500 kV;180;0.021;0.1585;500;1
PPT-b35;SICN216;SICN118;Celendin 500 kV;Veracruz 500 kV;110;0.021;0.1585;500;1
PPT-036;SIS-66;SIS-43;San Gaban 220 kV;Onocora 220 kV;139.3;0.0521;0.3834;220;1
PPT-b36;SIS-66;SIS-49;San Gaban 220 kV;Azangaro 220 kV;166;0.0521;0.3834;220;1
LNE-041R;SICN-28;SICN-24;Mantaro 220 kV;Huayucachi 220 kV;76.6;0.0556;0.5;220;1
LNX-147;SIS-51;SIS-48;San Jose 500 kV;Yarabamba 500 kV;50;0.024;0.334;500;1
LNX-149;SICN110;SICN143;Moyobamba 220 kV;Tarapoto 220 kV;80;0.054;0.49;220;1
LNX-153;SICN109;SICN-101;Caclic 220 kV;Bagua 220 kV;100;0.054;0.49;220;1
LNX-154;SICN-100;SICN-89;Bagua 138 kV;Jaen 138 kV;30;0.1432;0.5098;138;1
TNE-069;SICN143;SICN-94;Tarapoto 220 kV;Tarapoto 138 kV;1;0;33.88;220;1
TNE-070;SICN-101;SICN-100;Bagua 220 kV;Bagua 138 kV;1;0;33.88;220;1
TSE-042;SICN101;SICN029;Poroma 500 kV;Poroma 220 kV;1;0.3613;48.6667;500;1
TSE-044;SICN101;SICN029;Poroma 500 kV;Poroma 220 kV;1;0.3613;48.6667;500;1
TSE-043;SIS-48;SIS148;Yarabamba 500 kV;Yarabamba 220 kV;1;0.0379;54;500;1
LNE-154;SICN-25;SICN029;Ica 220 kV;Poroma 220 kV;158;0.083;0.49;220;1
LNEA154;SICN-25;SICN129;Ica 220 kV;Intermedia 220 kV;47;0.083;0.49;220;1
LNEB154;SICN129;SICN029;Intermedia 220 kV;Poroma 220 kV;111;0.083;0.49;220;1
LNE-165;SICN102;SICN-30;Huanza 220 kV;Matucana 220 kV;30;0.0603;0.5048;220;1
LNE-166;SICN102;SICN124;Huanza 220 kV;Huinco 220 kV;19.4;0.0603;0.5048;220;1
LNX-078;SICN-81;SICN201;Chilca 500 kV;Carapongo 500 kV;63.2;0.0316;0.317;500;1
LNX-108;SICN201;SICN-82;Carapongo 500 kV;Carabayllo 500 kV;28;0.0316;0.317;500;1
LNX-155;SICN-81;SICN224;Chilca 500 kV;San Juan 500 kV;50;0.0317;0.3176;500;1
TNE-071;SICN224;SICN-48;San Juan 500 kV;San Juan 220 kV;1;0.4697;54.2333;500;1
LNX-156;SICN201;SICN225;Carapongo 500 kV;Lima Norte 500 kV;28;0.0566;0.5672;500;1
TNE-072;SICN225;SICN-13;Lima Norte 500 kV;Chavarria 220 kV;1;0.4697;54.2333;500;1
LNX-157;SICN224;SICN225;San Juan 500 kV;Lima Norte 500 kV;22;0.0566;0.5672;500;1
LNX-043;SICN101;SIS-56;Poroma 500 kV;Oco–a 500 kV;271;0.0256;0.3462;500;1
LNX-045;SIS-56;SIS-51;Oco–a 500 kV;San Jose 500 kV;138;0.0262;0.127;500;1
LNX-046;SICN101;SIS-48;Poroma 500 kV;Yarabamba 500 kV;454.4;0.0222;0.1535;500;1
LNX-139;SICN103;SICN220;Colcabamba 500 kV;Abancay 500 kV;259;0.0316;0.1585;500;1
LNX-140;SICN220;SICN221;Abancay 500 kV;Onocora 500 kV;193;0.0316;0.1585;500;1
LNX-141;SICN221;SIS-48;Onocora 500 kV;Yarabamba 500 kV;267;0.0316;0.1585;500;1
TSE-039;SICN220;SIS-36;Abancay 500 kV;Abancay 220 kV;1;0;70.8333;500;1
TSE-040;SICN221;SIS-43;Onocora 500 kV;Onocora 220 kV;1;0;70.8333;500;1
LNX-142;SICN-01;SICN122;Aguaytia 220 kV;Pucallpa 220 kV;131;0.0575;0.505;220;1
TNE-044;SICN122;SICN-60;Pucallpa 220 kV;Pucallpa 138 kV;1;0.2958;15.2137;220;1
